word,transcription,definition
𐀁𐀄𐀳𐀩𐀄,e-u-te-re-u,"del Freo 2009: toponym cf. Εὔτρησις usually identified with Arkopodi 11km southwest of Thebes with the locative -pi omitted due to lack of space on the tablet Duhoux 2008: """"indisputable nominative of a noun in -εύς"""" GRA: TH Ft OLIV: TH Ft del Freo Maurizio 2009 Pasiphae III: Rivista di Filologia e Antichità Egee """"The Geographical Names in the Linear B Texts from Thebes"""" Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I """"Mycenaean Anthology"""""
𐀁𐀅𐀁𐀄,e-da-e-u,title or ethnic adjective?  genitive of e-da-e-u Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀈𐀗𐀚𐀄,e-do-mo-ne-u,anthroponym  dative of e-do-mo-ne-u Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀎𐀵,e-*65-to,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀏𐀔𐀳,e-ka-ma-te,'with a support strut' instrumental singular part of a table cf. ἕχμα ἔγμα  instrumental plural of e-ka-ma-te Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀏𐀔𐀳,e-ka-ma-te,with support
𐀁𐀏𐀜,e-ka-no,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀏𐀨,e-ka-ra,'portable hearth brazier' cf. ἐσχάρη Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀏𐀨,e-ka-ra,grill
𐀁𐀏𐀨𐀁𐀸,e-ka-ra-e-we,term description OVIS Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀏𐀭𐀳𐀄,e-ka-sa-te-u,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀏𐀳𐀍,e-ka-te-jo,"""""meaning obscure [...] perhaps epithet of chariot-frames"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀏𐀳𐀩𐀲,e-ka-te-re-ta,"""""probably adjective describing chariot-frames; cf. a-te-re-te-a which suggests that this may be a compound with ekh- cf. also [[e-te-re-ta]]."""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀐,e-ke,"has / holds cf. ἔχει; verb  infinitive """"to have"""" (as pu-ko-so e-ke-e)  'with box-wood supports' cf. πύξος Ruipérez 1985: """"[...] -qe in e-ke-qe e-ko-si-qe fulfills no copulative form but must have a direct bearing on the meaning of the verbal predicate [...]""""; contains a """"prospective subjunctive non-copulative -qe""""  """"and he/she has""""  error for e-ko-si Chadwick & Ventirs 1973: """"(already) having (one)""""; or spear  """"they have""""  """"having"""" [[e-ke-pu-te-ri-ja]] = e-ke + pu-te-ri-ja at KN Uf Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Ruipérez Martín S. 1985 Tractata Mycenaea """"Subjunctive Forms in Mycenaean Texts"""" kar WNXIII.95"
𐀁𐀐,e-ke,has
𐀁𐀐ha,e-ke-ha,spears
𐀁𐀐𐀀,e-ke-a,1. (KN V) anthroponym 2. (KN R) 'spears' cf. ἔγχος e-ke-i-ja  dative plural of e-ke-a2  instrumental plural? of e-ke-a2 Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀐𐀂𐀊,e-ke-i-ja,"'spears?' cf. ἐγχείη """"perhaps distinguished in meaning from ἔγχος"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀐𐀂𐀊𐀲,e-ke-i-ja-ta,anthroponym cf. e-ke-i-ja Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀐𐀂𐀍𐀍,e-ke-i-jo-jo,anthroponym genitive cf. Ἔγχειος title of Aphrodite Ἐχεῖος anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀐𐀅𐀗,e-ke-da-mo,anthroponym cf. Ἐχέδαμος Ἐχέδημος Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀐𐀆𐀖,e-ke-de-mi,'but he has it' cf. da-mo-de-mi e-ke Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀐𐀊,e-ke-ja,anthroponym? cf. e-ke-a1 Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀐𐀍𐀵,e-ke-jo-to,"""""No plausible explanation of root (perhaps enkeinontoi (ἔγκειμαι) cf. κέονται)"""""
𐀁𐀐𐀕𐀆,e-ke-me-de,"anthroponym cf. Ἐχεμήδα Appears as """"[[ne-da-wa-ta|ne-da-wa-ta-o]]  o-ka  e-ke-me-de"""" on PY An 657. (see also PY Jo 438) KN U: a-wi-to-do-to ku-ro2 [[pi-ri-sa-ta]] pu-re-wa ta-u-po-no AUR: PY Jo ma [[*177]]: KN U OVIS: KN Dd VIR: PY An? tu-ni-ja: KN Dd Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀐𐀙𐀵,e-ke-na-to,"""""Error for e-ke o-na-to"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀐𐀚,e-ke-ne,anthroponym cf. ἐγγενής Ἐγγενέτωρ Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀐𐀝𐀺,e-ke-nu-wo,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀐𐀤,e-ke-qe,has posses
𐀁𐀐𐀨𐀚,e-ke-ra-ne,toponym? cf. Ἐγγελᾶνες Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀐𐀪𐀍𐀙,e-ke-ri-jo-na,anthroponym? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀐𐀫,e-ke-ro,anthroponym cf. Cypriot ἔγχερα Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀐𐀫𐀦𐀜,e-ke-ro-qo-no,description of men and women Palmer TBD: wage-earners (see VC p. 161) Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Palmer TBD
𐀁𐀐𐀮,e-ke-se,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀐𐀮𐀯,e-ke-se-si,meaning obscure; dative plural? OLE: KN Fp Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀐𐀯𐀍,e-ke-si-jo,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀐𐁈𐀺,e-ke-ra2-wo,anthroponym  genitive of e-ke-ra2-wo  dative of e-ke-ra2-wo Chadwcik & Ventris 1973: variant spelling of accusative?  variant spelling of nominative Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀑,e-ki,meaning obscure Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀑𐀜,e-ki-no,"anthroponym Killen 1964: a shepherd's name KN Da: a-ko-ro-qo-ro o-ku-no au-ri-jo po-i-te-u ka-ne-u-ta KN Da: a-ka KN Da: OVIS Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Killen J.T. 1964 British School at Athens (BSA) 59 """"The Wool Industry of Crete in the Late Bronze Age"""""
𐀁𐀑𐀜,e-ki-no,urchin porcupine
𐀁𐀑𐀺,e-ki-wo,anthroponym cf. Ἔχιος Ἔχίων Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀒𐀕𐀙𐀲𐀃,e-ko-me-na-ta-o,anthroponym genitive cf. toponym Ἐρχομενός Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀒𐀕𐀜,e-ko-me-no,"toponym cf. Ἐρχομενός """"but not to be identified with that in Arcadia"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀒𐀕𐀜,e-ko-me-no,coming commer
𐀁𐀒𐀯,e-ko-si,they have
𐀁𐀒𐀰,e-ko-so,"McArthur 1993: toponym not Axos based on contradicting geographic evidence of place-name equation  toponym Palaeolexicon: toponym Appears as """"e-qe-ta  e-ki-si-jo"""" on KN Am 821. Appears as """"e-ki-si-jo / po-ku["""" on KN B 985. Appears as """"e-ko-so  / du-ma"""" on KN C 1030+. Appears as """"e-ko-so  ke-ke-me-na"""" on KN Uf 983. e-ko-so (KN Dm): *56-ko-we-idative locative e-ko-so (KN Dn): su-ki-ri-tatoponym CYP+KU: KN F GRA: KN F LANA: KN Dk OLIV: KN F OVIS: KN Da KN Db KN Dc KN De KN Dh KN Dk KN Dl KN Dm KN Dn KN Dq SUS: KN C TELA+TE: KN Le? VIR: KN Am a-ke-u (u-ta-jo)ra-ja: KN Dv a-ku-di-ri-jo: KN Dc a-ti-ro (ko-ma-we-to)hapax: KN Dv di-ta-ka-soda-wo: KN Dl du-nira-ja: KN Dd i-je-ro: KN Dv Je-zoda-ra-ko: KN Db ]je-zo: KN Db ]-jo-ko (u-ta-jo): KN Dv ka-ma-tohapax: KN Da ka-ni-to: KN Dh ko-pe-re-u: KN Am ma-di (we-we-si-jo): KN Db no-sa-rohapax: KN Dv? o-kupa-i-to: KN Dl po-ru-qo-to (u-ta-jo): KN Da ru-na-moqa-ra: KN Da ]sa-no (pe-ri-qo-ta-o): KN Dq ta-de-soru-ki-to: KN De ta-na-tohapax: KN De to-tu-nohapax: KN Da ]we-ra-to (u-ta-jo): KN De Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek McArthur Jennifer K. 1993 Suplementos a MINOS núm. 9 """"Place-Names in the Knossos Tablets Identification and Location"""" kar WNXVII.101 ko-ma-we-to"
𐀁𐀒𐀰𐀜,e-ko-so-no,toponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀒𐀵,e-ko-to,anthroponym cf. Ἓκτωρ (Iliad I 242+) Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀒𐀵𐀪𐀍,e-ko-to-ri-jo,anthroponym dative Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀓𐀮𐀸𐀤,e-ku-se-we-qe,'funnels' cf. ἐγχέω nominative plural + connective enclitic -qe Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀔ha,e-ma-ha,hermes
𐀁𐀔𐀲,e-ma-ta,'laces (for footwear)' cf. ἕρματα 'earrings' from εἴρω 'string thread' neuter plural Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀔𐀲,e-ma-ta,straps
𐀁𐀔𐁀,e-ma-a2,"Ramón 2011: theonym Hermes  theonym cf. Ἐρχομενὀς Ἑρμείας  """"perhaps o is not part of the word. If correct possibly genitive [...] Or alternatively a derivative meaning 'temple or festival of Hermes'?"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Ramón J.L. García 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II (ed. Yves Duhoux and Anna Morpurgo Davies) """"Mycenaean Onomastics"""""
𐀁𐀕,e-me,'one' cf. Attic εἴς  'but with one' Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀕𐀯𐀍,e-me-si-jo,anthroponym  genitive of e-me-si-jo OVIS: KN De pu-na-so: KN De Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀖𐀊𐀲,e-mi-ja-ta,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀖𐀵,e-mi-to,genitive Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀖𐀵,e-mi-to,person paid for working rented animal or land
𐀁𐀙𐀂𐀍,e-na-i-jo,anthroponym? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀙𐀡𐀙,e-na-po-na,"meaning obscure Appears as """"'e-na-po-na  o-nu  pa-i-ti-jo' e-ti-wa-ja-qe"""" on KN Od 681. LANA: KN Od? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀙𐀡𐀫,e-na-po-ro,toponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀙𐀪𐀡𐀵,e-na-ri-po-to,"'oiled painted' cf. ἐνάλειπτος """"verbal adjective describing chariot frame"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀚𐀁𐀯,e-ne-e-si,'they are in' cf. ἔνειμι third person plural present Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀚𐀃,e-ne-o,"""""possible nominative singular masculine or neuter participle"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀚𐀏,e-ne-ka,because of due to
𐀁𐀚𐀏,e-ne-ka,"Duhoux 2011: 'because of' cf. ἓνεκα  preposition """"for the sake of"""" """"because of"""" cf. ἓνεκα εἳνεκα (Iliad XIV 89+) Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Duhoux Yves 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II """"Interpreting the Linear B Records: Some Guidelines"""""
𐀁𐀚𐀐𐀮𐀄,e-ne-ke-se-u,"Masson 1967: TBD Killen 1964: a shepherd's name Heubeck 1957: TBD KN Da: a-ka KN Da: OVIS Heubeck 1957 TBD Killen J.T. 1964 British School at Athens (BSA) 59 """"The Wool Industry of Crete in the Late Bronze Age"""" Masson 1967 TBD"
𐀁𐀚𐀕𐀙,e-ne-me-na,describing ko-no also abbreviated as E Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀚𐀨,e-ne-ra,"""""obscure possibly connected with e-ne-re-ja""""  possibly singular Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀚𐀩𐀊,e-ne-re-ja,"""""description of women: 'makers of e-ne-ra?'"""" nominative plural feminine Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀚𐀯𐀅𐀃𐀚,e-ne-si-da-o-ne,theonym? Heubeck 1957: TBD Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Heubeck Alfred 1957 TBD
𐀁𐀚𐀴𐀍,e-ne-ti-jo,anthroponym dative? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀚𐀺𐀟𐀼,e-ne-wo-pe-za,"also e-ne-wo pe-za; """"with 9 legs"""" cf. [[we-pe-za]]  dual form of e-ne-wo-pe-za Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀛,e-ni,"""""context obscure"""" cf. e-ni-qe Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀛𐀊𐀄𐀯𐀍,e-ni-ja-u-si-jo,anthroponym cf. ἐνιαύσιος Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀛𐀞𐀳𐀸,e-ni-pa-te-we,toponym locative Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀛𐀤,e-ni-qe,"""""probably not adjective describing CLOTH but connective"""" 'and there is (are) among them' cf. ἔνεστί τε ἔνι Appears as """"e-ni-qe  pe-ne-we-ta"""" on KN L 593+. Appears as """"e-ni-qe [[e-ra-pe-me-ne]] 'nu-wa-ja'"""" on KN L 647+. Appears as """"e-ni-qe  nu-wa-i-ja"""" on KN L 5910+. *161: KN L TELA: KN L TUN+KI: KN L Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀛𐀵𐀺,e-ni-to-wo,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀛𐀵𐀺,e-ni-to-wo,quick fast
𐀁𐀜𐀷𐀫,e-no-wa-ro,
𐀁𐀝𐀷𐀪𐀍,e-nu-wa-ri-jo,theonym dative cf. Ἐνυάλιος 'Warlike' epithet of Ares Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀞𐀩,e-pa-re,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀞𐀭𐀙𐀴,e-pa-sa-na-ti,"anthroponym """"identical with [[i-pa-sa-na-ti]]"""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀟𐀐,e-pe-ke,"obscure (i.e. unknown) Killen TBD: not 'unshorn' """"since a wool clip is recorded"""" Palmer TBD: 'unshorn' Appears as """"a-ko-ro  e-pe-ke"""" on KN Dl 932+. KN Dl: OVIS LANA Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Killen TBD Palmer TBD"
𐀁𐀟𐀐𐀄,e-pe-ke-u,anthroponym cf. Ἐπειγεύς Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀠,e-pi,Chadwick & Ventris: preposition upon cf. ἐπί [[e-pi-da-o]] e-pi-da-to e-pi-ke-re e-pi-ki-to-ni-ja e-pi-ko-wa e-pi-ko-wo [[e-pi-pu-ta]] [[e-pi-zo-ta]] Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀠,e-pi,on upon
𐀁𐀠𐀅𐀵,e-pi-da-to,"""""description of bronze probably adjective: 'distributed'"""" cf. ἀνά-δαστος Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀠𐀆𐀅𐀵,e-pi-de-da-to,has been distributed
𐀁𐀠𐀊𐀲,e-pi-ja-ta,anthroponym cf. Ἐφιάλτης Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀠𐀏,e-pi-ka,cf. e-pi-ko  cf. e-pi-ka Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀠𐀐𐀩,e-pi-ke-re,word describing harvest? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek see also: comments on GRA
𐀁𐀠𐀐𐀵,e-pi-ke-to,obscure (i.e. not known) KN E: GRA Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀠𐀑𐀵𐀛𐀊,e-pi-ki-to-ni-ja,"Bernabé & Luján 2008: 'attachments to a tunic'? Heubeck 1986: flax armour with bronze plaque attachments  BRONZE description: 'fittings on a tunic' cf. ki-to Bernabé Alberto and Eugenio Luján 2008 A Companion to Linear B: Mycenaean Greek Texts and their World (ed. Yves Duhoux and Anna Morpurgo Davies) “Mycenaean Technology” Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Heubeck Alfred 1986 Kadmos 25 """"Vermutungen zu KN L 693"""""
𐀁𐀠𐀑𐀵𐀛𐀊,e-pi-ki-to-ni-ja,mantles
𐀁𐀠𐀒𐀷,e-pi-ko-wa,"Melena 1983: """"additional liquid allowance"""" cf. ἐπιβολή 'additional quantity' Godart 1969: """"oil for anointing"""" cf. ἐπιχόα κατάχυσις Palmer 1963: libations pourings Godart Louis 1969 Studi micenei ed egeo-anatolici (SMEA) «La série Fh de Cnossos» Melena José L. 1983 Minos vol. 18 """"Olive Oil and Other Sorts of Oil in the Mycenaean Tablets"""" Palmer Leonard R. 1963 The Interpretation of Mycenaean Greek Texts"
𐀁𐀠𐀒𐀺,e-pi-ko-wo,'watchers guards' cf. Delph. πυρ-κόος 'watcher of the sacred fire' Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀠𐀒𐀺,e-pi-ko-wo,pay attention
𐀁𐀠𐀫𐀞𐀊,e-pi-ro-pa-ja,"'cloak' cf. λώπη Appears as """"e-pi-ro-pa-ja  o-du-we 'te-o-po-ri-ja'"""" on KN Od 696. M: KN Od? Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀠𐀸𐀴𐀪𐀍,e-pi-we-ti-ri-jo,"occupational term cf. ἐφεστρίς 'upper garment' [[wi-ri-ja-no]] is e-pi-we-ti-ri-jo """"pa-ro da-mo"""" in the PY Ea series. GRA: PY Ea Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀠𐀿𐀲,e-pi-zo-ta,weapons belts
𐀁𐀠𐁑𐀲,e-pi-*19-ta,"Duhoux 2008: 'tyre of a wheel' cf. ἐπίσ(σ)ωτρον (with *19 as zo2 = /tso/) Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I """"Mycenaean Anthology"""""
𐀁𐀡,e-po,"""""Obscure; possibly not the same word in all cases."""" Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek"
𐀁𐀡𐀕𐀚𐀄,e-po-me-ne-u,anthroponym cf. ἕπω 'busy oneself with'  dative of e-po-me-ne-u Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀡𐀖𐀍,e-po-mi-jo,shoulder strap
𐀁𐀣𐀫,e-qa-ro,anthroponym cf. Ἔμβαρος KN Dv: ku-ta-to Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀤𐀥,e-qe-qi,
𐀁𐀤𐀨𐀺,e-qe-ra-wo,anthroponym Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek
𐀁𐀤𐀲,e-qe-ta,attendant
𐀁𐀤𐀲,e-qe-ta,"Duhoux 2008: the 'companion'  followers """"companions of the king important officers of the court"""" cf. ἑπέτας  nominative dual of e-qe-ta  dative plural of e-qe-ta  of or belonging to e-qe-ta  of or belonging to e-qe-ta Appears as """"e-qe-ta-e  e-ne-ka  (e)-mi-to"""" on KN Am 821. Appears as """"e-qe-ta  e-ki-si-jo"""" on KN Am 821. Appears as """"ko-no-si-jo  e-qe-ta  pi-sa-wa-ta"""" on KN B 1055. Appears as """"e-qe-si-ja  te-tu-ko-wo-a"""" on KN L 871. Appears as """"me-ta-qe  pe-i  e-qe-ta  ro-u-ko  ku-sa-me-ni-jo  ["""" on PY An 519. Appears as """"do-qe-ja  do-e-ra  e-qe-ta-i  e-e-to  [[te-re-te-we]]"""" on PY An 607. Appears as """"me-ta-qe  pe-i  e-qe-ta  a-re-ku-tu-ru-wo  e-te-wo-ke-re-we-i-jo """" on PY An 654. Appears as """"me-ta-qe  pe-i  e-qe-ta  [[pe-re-qo-ni-jo]]  a-re-i-jo  ne-wo-ki-to  wo-wi-ja  [[ko-ru-ku-ra-i-jo]]"""" on PY An 656. Appears as """"me-ta-qe  pe-i  e-qe-ta  di-wi-je-u """" on PY An 656. Appears as """"me-ta-qe  pe-i  e-qe-ta  (di)-ko-na-ro  a-da-ra-ti-jo"""" on PY An 656. Appears as """"me-ta-qe  pe-i  [[pe-re-u-ro-ni-jo]]  e-qe-ta """" on PY An 656. Appears as """"me-ta-qe  pe-i  e-qe-ta  ka-e-sa-me-no  a-pu2-ka """" on PY An 656. Appears as """"me-ta-qe  pe-i  e-qe-ta  [[ke-ki-jo]]  a-e-ri-qo-ta  e-ra-po  [[ri-me-ne]]  o-ka-ra  [[o-wi-to-no]]"""" on PY An 657. Appears as """"me-ta-qe  pe-i  a3-ko-ta  e-qe-ta"""" on PY An 657. Appears as """"me-ta-qe  pe-i  e-qe-ta  [[wo-ro-tu-mi-ni-jo]]"""" on PY An 661. Appears as """"me-ta-qe  pe-i  e-qe-ta """" on PY An 661. Appears as """"] e-ko-si-qe  e-qe-ta  ka-ma["""" on PY An 724. Appears as """"o-da-a2  i-je-re-ja  ka-ra-wi-po-ro-qe  e-qe-ta-qe we-te-re-u-qe  o-na-ta  to-so-de  pe-mo"""" on PY Ed 317. Appears as """"o-da-a2  e-qe-si-jo  do-e-ro  e-ko-si  o-na-ta  to-so-de  pe-mo"""" on PY Ed 847. Appears as """"[[se-we-ri-ko-jo]]  wo-ka  e-qe-si-jo """" on PY Sa 753. Appears as """"to-sa  e-qe-si-(ja) pa-ra-(ja)"""" on PY Sa 787. Appears as """"a-mo-ta  e-qe-si-ja  [[no-pe-re-a2]]"""" on PY Sa 790. PY Ed: ka-ra-wi-po-ro we-te-re-u in a -qe list. GRA: PY Ed MUL: PY An ROTA: PY Sa TELA: KN L VIR: KN Am KN B ZE: PY Sa [[*243]]+TE: PY Sa e-ko-so: KN Am ko-no-so: KN B Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Duhoux Yves 2008 A Companion to Linear B: Mycenaean Greek Texts and their World vol. I """"Mycenaean Anthology"""""
𐀁𐀨,e-ra,"Duhoux 2011: at Knossos always a place name  1. (Knossos) toponym 2. (Pylos Thebes) theonym Hera cf. Ἥρη Hart 1965: toponym in central Crete Wiktionary: 1. toponym 2. theonym (Hera) McArthur 1993: toponym allative Appears as """"e-ra / [[te-wo]]  e-ra ri-ni-jo"""" on KN X 722+. Appears as """"e-ra  [[ke-o-te-ja]]"""" on TH Of 28. e-ra-de (KN Fh): *47-so-deallative ko-wa: KN Ap ko-wo: KN Ap ku LANA: TH Of MUL: KN Ap OLE: KN Fh OVIS: KN Da KN Db KN Dc KN De KN Dl KN Dq TELA: KN Lc TELA+TE: KN Lc *168: KN Pp a-te-mo (ki-ri-jo-te)ku-ta-to: KN Dc ]ka-mo (a-no-qo-ta o): KN Dq ke-ti-ro (a-no-qo-ta-o): KN Da? ]ki-so (u-ta-jo): KN Da ]mo (a-no-qo-ta-o): KN Dq ]-pu-to-ro (pe-ri-qo-te-jo): KN Da se-me-tu-rohapax: KN Dc ta-mi-de-so (sa-qa-re-jo)hapax: KN Dl ta-we-si-jo (pe-ri-qo-te-jo): KN Dv wi-na-jo (u-ta-jo)ra-su-to ru-ki-to *56-ko-we: KN Dv KN Fh Chadwick John and Michael Ventris 1973 Documents in Mycenaean Greek Duhoux Yves 2011 A Companion to Linear B: Mycenaean Greek Texts and their World vol. II """"Interpreting the Linear B Records: Some Guidelines"""" Hart G.R. 1965 Mnemosyne 18 """"The Grouping of Place-Names in the Knossos Tablets"""" McArthur Jennifer K. 1993 Suplementos a MINOS núm. 9 “Place-Names in the Knossos Tablets Identification and Location”"
